,stopword
7140,큰술
7141,큰술
7142,티스푼
7143,약간
7144,약간
7145,한팩
7146,한큰술
7147,반큰술
7148,약간
7149,한개
7150,한큰술
7151,한줌
7152,큰술
7153,큰술
7154,큰술
7155,마리
7156,줌
7157,큰술
7158,큰술
7159,큰술
7160,큰술
7161,큰술
7162,큰술
7163,큰술
7164,
7165,
7166,모
7167,뿌리
7168,개
7169,통
7170,개
7171,주먹
7172,큰술
7173,큰술
7174,큰술
7175,큰술
7176,큰술
7177,큰술
7178,큰술
7179,
7180,
7181,개
7182,개
7183,
7184,모
7185,큰술
7186,개
7187,큰술
7188,
7189,개
7190,큰술
7191,큰술
7192,
7193,
7194,개
7195,대
7196,개
7197,
7198,큰술
7199,큰술
7200,큰술
7201,꼬집
7202,
7203,개
7204,
7205,큰술
7206,큰술
7207,티스푼
7208,
7209,티스푼
7210,큰술
7211,티스푼
7212,약간
7213,공기
7214,
7215,장
7216,개
7217,대
7218,
7219,개
7220,개
7221,장
7222,장
7223,마리
7224,큰술
7225,큰술
7226,큰술
7227,큰술
7228,큰술
7229,큰술
7230,개
7231,
7232,개
7233,개
7234,
7235,마리
7236,마리
7237,개
7238,개
7239,뿌리
7240,개
7241,개
7242,
7243,개
7244,개
7245,봉지
7246,개
7247,개
7248,장
7249,조금
7250,큰술
7251,큰술
7252,큰술
7253,큰술
7254,큰술
7255,반큰술
7256,약간
7257,큰술
7258,큰술
7259,큰술
7260,적당량
7261,적당량
7262,적당량
7263,뿌리
7264,개
7265,공기
7266,큰술
7267,약간
7268,약간
7269,공기
7270,봉지
7271,약간
7272,덩이
7273,개
7274,약간
7275,근
7276,
7277,큰술
7278,큰술
7279,큰술
7280,큰술
7281,큰술
7282,큰술
7283,큰술
7284,큰술
7285,큰술
7286,개
7287,
7288,개
7289,
7290,
7291,
7292,큰술
7293,개
7294,개
7295,개
7296,개
7297,
7298,큰술
7299,조금
7300,개
7301,
7302,개
7303,개
7304,
7305,큰술
7306,큰술
7307,큰술
7308,큰술
7309,큰술
7310,큰술
7311,큰술
7312,큰술
7313,
7314,큰술
7315,장
7316,
7317,
7318,장
7319,약간
7320,약간
7321,줄
7322,마리
7323,
7324,
7325,
7326,
7327,
7328,
7329,
7330,조금
7331,조금
7332,한팩
7333,큰술
7334,큰술
7335,큰술
7336,한큰술
7337,마리
7338,
7339,
7340,큰술
7341,컵
7342,큰술
7343,큰술
7344,큰술
7345,큰술
7346,큰술
7347,큰술
7348,작은술
7349,반줌
7350,한두컵
7351,인분
7352,한봉지
7353,큰술
7354,큰술
7355,약간
7356,적당량
7357,적당량
7358,적당량
7359,적당량
7360,
7361,공기
7362,장
7363,큰술
7364,큰술
7365,큰술
7366,큰술
7367,큰술
7368,큰술
7369,큰술
7370,개
7371,개
7372,개
7373,개
7374,공기
7375,
7376,개
7377,톨
7378,약간
7379,약간
7380,개
7381,한봉지
7382,한큰술
7383,큰술
7384,큰술
7385,인분
7386,
7387,개
7388,약간
7389,약간
7390,약간
7391,한팩
7392,각한개씩
7393,한큰술
7394,약간
7395,
7396,
7397,개
7398,개
7399,패키지
7400,뿌리
7401,반개씩
7402,반줌
7403,
7404,
7405,
7406,
7407,
7408,개
7409,큰술
7410,큰술
7411,큰술
7412,꼬집
7413,꼬집
7414,마리
7415,장
7416,
7417,
7418,개
7419,개
7420,큰술
7421,꼬집
7422,큰술
7423,
7424,
7425,
7426,개
7427,장
7428,큰술
7429,큰술
7430,큰술
7431,큰술
7432,큰술
7433,큰술
7434,꼬집
7435,큰술
7436,
7437,
7438,
7439,
7440,약간
7441,공기
7442,개
7443,덩이
7444,개
7445,조금
7446,
7447,큰술
7448,큰술
7449,
7450,
7451,적당량
7452,적당량
7453,적당량
7454,적당량
7455,적당량
7456,마리
7457,줄
7458,
7459,
7460,
7461,봉지
7462,개
7463,
7464,개
7465,개
7466,
7467,포기
7468,개
7469,개
7470,개
7471,봉지
7472,스푼
7473,컵
7474,스푼
7475,조금
7476,컵
7477,컵
7478,
7479,약간
7480,개
7481,개
7482,봉지
7483,캔중
7484,통
7485,
7486,
7487,
7488,
7489,
7490,
7491,
7492,
7493,개
7494,
7495,스푼
7496,
7497,스푼
7498,약간
7499,약간
7500,봉지
7501,개
7502,스푼
7503,약간
7504,약간
7505,
7506,캔
7507,개
7508,반개
7509,장
7510,마리
7511,개
7512,개
7513,조금
7514,
7515,
7516,
7517,
7518,
7519,
7520,
7521,
7522,개
7523,줄
7524,포기
7525,
7526,컵
7527,컵
7528,개
7529,개
7530,
7531,개
7532,
7533,조금
7534,조금
7535,
7536,
7537,
7538,
7539,개
7540,모
7541,줌
7542,
7543,컵
7544,알
7545,조금
7546,조금
7547,마리
7548,
7549,
7550,
7551,
7552,개
7553,개
7554,알
7555,한줌
7556,
7557,조금
7558,모
7559,
7560,
7561,
7562,
7563,조금
7564,
7565,
7566,조금
7567,조금
7568,
7569,개
7570,줌
7571,큰술
7572,큰술
7573,큰술
7574,큰술
7575,큰술
7576,큰술
7577,큰술
7578,큰술
7579,개
7580,
7581,
7582,
7583,
7584,
7585,조금
7586,개
7587,
7588,장
7589,
7590,
7591,
7592,
7593,마리
7594,개
7595,
7596,개
7597,
7598,줌
7599,컵
7600,마리
7601,
7602,큰술
7603,큰술
7604,큰술
7605,약간
7606,한캔
7607,큰술
7608,약간
7609,약간
7610,한봉지
7611,한팩
7612,한봉지
7613,인분
7614,알
7615,개
7616,
7617,장
7618,장
7619,마리
7620,큰술
7621,큰술
7622,줌
7623,개
7624,큰술
7625,큰술
7626,컵
7627,큰술큰술
7628,큰술
7629,약간
7630,큰술
7631,작은술
7632,
7633,
7634,큰술
7635,큰술
7636,적당량
7637,큰술
7638,단
7639,두큰술
7640,약간
7641,한팩
7642,개
7643,약간
7644,약간
7645,봉
7646,컵
7647,컵
7648,적당량
7649,개
7650,꼬집
7651,컵
7652,개
7653,
7654,개
7655,
7656,인분
7657,개
7658,장
7659,큰술
7660,작은술
7661,큰술
7662,큰술
7663,큰술
7664,작은술
7665,작은술
7666,약간
7667,
7668,한토막
7669,컵
7670,대
7671,한큰술
7672,적당량
7673,약간
7674,적당량
7675,적당량
7676,적당량
7677,티스푼
7678,큰술
7679,반큰술
7680,큰술
7681,반모
7682,
7683,개
7684,
7685,줄
7686,개
7687,개
7688,컵
7689,컵
7690,컵
7691,적당량
7692,적당량
7693,송이
7694,공기
7695,개
7696,큰술반
7697,
7698,개
7699,
7700,장
7701,약간
7702,약간
7703,개
7704,한알
7705,반개
7706,두작은술
7707,한작은술
7708,
7709,
7710,큰술
7711,큰술
7712,큰술
7713,큰술
7714,큰술
7715,큰술
7716,큰술
7717,개
7718,개
7719,개
7720,개
7721,줌
7722,줌
7723,큰술
7724,큰술
7725,개
7726,
7727,작은술
7728,개
7729,작은술
7730,
7731,
7732,작은술
7733,
7734,한마리
7735,한대
7736,반개
7737,개
7738,한개
7739,두개
7740,
7741,큰술
7742,큰술
7743,반큰술
7744,반큰술
7745,한큰술
7746,큰술
7747,큰술
7748,한큰술
7749,반큰술
7750,적정량
7751,인분
7752,적정량
7753,적정량
7754,
7755,토막
7756,큰술
7757,큰술
7758,약간
7759,큰술
7760,큰술
7761,큰술
7762,큰술
7763,
7764,컵
7765,
7766,
7767,
7768,컵
7769,
7770,
7771,한팩
7772,개
7773,개
7774,개
7775,큰술
7776,약간
7777,인분
7778,마리
7779,개
7780,개
7781,큰술
7782,공기
7783,약간
7784,
7785,컵
7786,
7787,
7788,한팩
7789,한컵
7790,한개
7791,약간
7792,약간
7793,
7794,컵
7795,
7796,
7797,큰술
7798,한컵
7799,한큰술
7800,큰술
7801,큰술
7802,두큰술
7803,약간
7804,
7805,
7806,컵
7807,
7808,
7809,
7810,컵
7811,
7812,
7813,두마리
7814,
7815,개
7816,개
7817,한개
7818,한큰술
7819,큰술
7820,
7821,
7822,
7823,
7824,컵
7825,
7826,
7827,컵
7828,
7829,
7830,
7831,
7832,
7833,
7834,반개
7835,캔
7836,개
7837,
7838,컵
7839,
7840,
7841,컵
7842,
7843,
7844,
7845,적당량
7846,
7847,컵
7848,
7849,
7850,컵
7851,
7852,
7853,적당량
7854,
7855,적당량
7856,
7857,컵
7858,
7859,
7860,적당량
7861,
7862,컵
7863,
7864,적당량
7865,
7866,
7867,컵
7868,
7869,컵
7870,
7871,개
7872,작은술
7873,
7874,컵
7875,
7876,
7877,작은술
7878,
7879,적당량
7880,개
7881,개
7882,한줌
7883,한줌
7884,
7885,컵
7886,
7887,
7888,
7889,컵
7890,적정량
7891,적정량
7892,적정량
7893,적정량
7894,적정량
7895,
7896,
7897,컵
7898,적정량
7899,적정량
7900,적정량
7901,줌
7902,개
7903,개
7904,장
7905,줌
7906,큰술
7907,큰술
7908,큰술
7909,큰술
7910,큰술
7911,큰술
7912,큰술
7913,컵
7914,컵
7915,톨
7916,큰술
7917,큰술
7918,큰술
7919,큰술
7920,약간
7921,
7922,
7923,적당량
7924,인분
7925,적당량
7926,반포기
7927,
7928,한컵
7929,한컵
7930,반개
7931,약간
7932,컵
7933,한개
7934,반컵
7935,한큰술
7936,반큰술
7937,약간
7938,약간
7939,인분
7940,장
7941,공기
7942,개
7943,큰술
7944,덩이
7945,개
7946,줄
7947,줄
7948,장
7949,개
7950,개
7951,개
7952,큰술
7953,큰술
7954,큰술
7955,큰술
7956,큰술
7957,
7958,한줌
7959,개
7960,개
7961,캔
7962,봉지
7963,컵
7964,적당량
7965,적당량
7966,
7967,스푼
7968,분량
7969,분량
7970,적당량
7971,인분
7972,조금
7973,조금
7974,조금
7975,봉지
7976,장
7977,개
7978,봉지
7979,장
7980,
7981,
7982,
7983,
7984,
7985,
7986,
7987,한꼬집
7988,개
7989,
7990,
7991,
7992,
7993,대
7994,개
7995,개
7996,큰술
7997,큰술
7998,큰술
7999,큰술
8000,큰술
8001,약간
8002,포기
8003,개
8004,큰술
8005,큰술
8006,큰술
8007,큰술
8008,큰술
8009,큰술
8010,큰술
8011,줌
8012,큰술
8013,큰술
8014,큰술
8015,큰술
8016,마리
8017,조금
8018,조금
8019,조금
8020,캔
8021,캔
8022,반개
8023,개
8024,조각
8025,약간
8026,큰술
8027,가닥
8028,숟가락
8029,
8030,
8031,
8032,
8033,
8034,
8035,
8036,
8037,
8038,
8039,공기
8040,
8041,큰술
8042,큰술
8043,큰술
8044,큰술
8045,약간
8046,약간
8047,큰술
8048,큰술
8049,큰술
8050,큰술
8051,마리
8052,
8053,스푼
8054,봉지
8055,반개
8056,개
8057,큰술
8058,약간
8059,큰술
8060,큰술
8061,큰술
8062,큰술
8063,티스푼
8064,컵
8065,
8066,포기
8067,소량
8068,캔
8069,줌
8070,쪽
8071,큰술
8072,큰술
8073,컵
8074,
8075,
8076,개
8077,줌
8078,마리
8079,
8080,큰술
8081,큰술
8082,줌
8083,
8084,큰술
8085,큰술
8086,큰술
8087,큰술
8088,큰술
8089,봉지
8090,접시씩
8091,스푼
8092,통씩
8093,
8094,스푼
8095,한개
8096,반개
8097,개
8098,약간
8099,
8100,한줌
8101,한줌
8102,한줌
8103,한줌
8104,개
8105,개
8106,
8107,
8108,큰술
8109,큰술
8110,큰술
8111,약간
8112,개
8113,한개
8114,반컵
8115,반컵
8116,약간
8117,마리
8118,컵
8119,
8120,
8121,
8122,모
8123,큰술
8124,큰술
8125,큰술
8126,큰술
8127,줌
8128,
8129,큰술
8130,큰술
8131,큰술
8132,큰술
8133,큰술
8134,큰술
8135,
8136,개
8137,한줌
8138,
8139,
8140,개
8141,
8142,
8143,
8144,
8145,
8146,큰술
8147,
8148,건조제품기준
8149,개약
8150,개
8151,개
8152,
8153,
8154,
8155,컵
8156,컵
8157,자투리채소활용
8158,자투리채소활용
8159,자투리채소활용
8160,약간
8161,
8162,줌
8163,공기
8164,컵
8165,마리
8166,적당량
8167,약간
8168,약간
8169,컵
8170,줌
8171,적당량
8172,큰술
8173,작은술
8174,줄기
8175,큰술
8176,약간
8177,공기
8178,캔
8179,개
8180,줄기
8181,컵
8182,큰술
8183,작은술
8184,컵
8185,컵
8186,컵
8187,큰술
8188,작은술
8189,큰술
8190,약간
8191,팩
8192,
8193,큰술
8194,큰술
8195,
8196,
8197,
8198,
8199,큰술
8200,큰술
8201,큰술
8202,큰술
8203,조금
8204,조금
8205,많이
8206,
8207,
8208,
8209,
8210,
8211,많이
8212,한줌
8213,큰술
8214,개
8215,개
8216,개
8217,개
8218,개
8219,약간
8220,큰술
8221,큰술
8222,큰술
8223,약간
8224,공기
8225,장
8226,장
8227,장
8228,장
8229,큰술
8230,큰술
8231,개
8232,큰술
8233,큰술
8234,큰술
8235,
8236,개
8237,개
8238,반개
8239,반개
8240,
8241,
8242,
8243,장
8244,공기
8245,
8246,
8247,개
8248,약간
8249,약간
8250,큰술
8251,큰술
8252,큰술
8253,큰술
8254,컵
8255,컵
8256,컵
8257,컵
8258,약간
8259,개
8260,큰술
8261,큰술
8262,약간
8263,컵
8264,컵
8265,개
8266,반개
8267,알
8268,근
8269,약간
8270,장
8271,약간
8272,
8273,
8274,
8275,
8276,개
8277,개
8278,한개
8279,개
8280,약간
8281,두큰술
8282,한큰술
8283,약간
8284,반컵
8285,개
8286,적당량
8287,약간
8288,스푼
8289,한팩
8290,두개
8291,팩
8292,한뿌리
8293,
8294,
8295,약
8296,
8297,뿌리
8298,
8299,개
8300,장
8301,개
8302,
8303,
8304,
8305,반컵
8306,개
8307,반개
8308,반개
8309,개
8310,
8311,봉지
8312,개
8313,개
8314,봉지
8315,컵
8316,
8317,
8318,
8319,통
8320,모
8321,
8322,큰술
8323,큰술
8324,마리
8325,
8326,컵
8327,장
8328,줌
8329,개
8330,대
8331,마리
8332,장
8333,큰술
8334,큰술
8335,큰술
8336,큰술
8337,큰술
8338,마리
8339,개
8340,
8341,개
8342,대
8343,개
8344,개
8345,줄기
8346,개
8347,큰술
8348,큰술
8349,큰술
8350,큰술
8351,큰술
8352,큰술
8353,
8354,개
8355,개
8356,한줌
8357,적당량
8358,수저
8359,약간
8360,
8361,큰술
8362,
8363,개
8364,컵
8365,큰술
8366,큰술
8367,큰술
8368,큰술
8369,큰술
8370,큰술
8371,약간
8372,캔
8373,
8374,
8375,장
8376,큰술
8377,큰술
8378,개
8379,개
8380,반큰술
8381,한작은술
8382,큰술
8383,찻수저
8384,약간
8385,컵
8386,큰술
8387,컵
8388,개
8389,
8390,약간
8391,인분뚝배기
8392,큰술
8393,적당량
8394,반모
8395,반개
8396,반개
8397,적당량
8398,적당량
8399,티스푼
8400,약간
8401,티스푼
8402,한개
8403,큰술
8404,큰술
8405,큰술
8406,큰술
8407,개
8408,컵
8409,장
8410,줄
8411,큰술
8412,
8413,
8414,
8415,
8416,
8417,
8418,
8419,
8420,
8421,큰술
8422,개
8423,개
8424,
8425,큰술
8426,
8427,개
8428,큰술
8429,큰술
8430,작은술
8431,큰술
8432,컵
8433,개
8434,큰술
8435,큰술
8436,
8437,
8438,개
8439,
8440,
8441,큰술
8442,개
8443,마리
8444,줄기
8445,적당량
8446,
8447,큰술
8448,큰술
8449,큰술
8450,큰술
8451,큰술
8452,약간
8453,
8454,개
8455,개
8456,한개
8457,개
8458,개
8459,반개
8460,약간
8461,약간
8462,한줌
8463,개
8464,개
8465,
8466,개
8467,개
8468,개씩
8469,모
8470,개
8471,큰술
8472,큰술
8473,한줌
8474,개
8475,반큰술
8476,한큰술
8477,약간
8478,
8479,개
8480,팩
8481,한마리
8482,인분
8483,큰술
8484,큰술
8485,한컵
8486,컵
8487,마리
8488,개
8489,
8490,팩
8491,마리
8492,개
8493,개
8494,큰술
8495,큰술
8496,큰술
8497,작은술
8498,약간
8499,
8500,반개
8501,두개
8502,두큰술
8503,큰술
8504,한큰술
8505,한작은술
8506,작은술
8507,큰술
8508,한큰술
8509,개
8510,개
8511,줄기
8512,
8513,
8514,작은술
8515,팩
8516,한줌
8517,조금
8518,조금
8519,줄기
8520,공기
8521,개
8522,큰술
8523,큰술
8524,약간
8525,개
8526,
8527,공기
8528,대
8529,개
8530,
8531,
8532,개
8533,
8534,
8535,
8536,
8537,꼬집
8538,꼬집
8539,적당량
8540,적당량
8541,큰술
8542,큰술
8543,큰술
8544,적당량
8545,
8546,
8547,장
8548,약간
8549,컵
8550,개
8551,컵
8552,개
8553,컵
8554,
8555,봉지
8556,적당량
8557,적당량
8558,큰술
8559,큰술
8560,큰술
8561,큰술
8562,큰술
8563,개
8564,개
8565,큰술
8566,큰술
8567,개
8568,약간
8569,줌
8570,
8571,조각
8572,큰술
8573,큰술
8574,큰술
8575,큰술
8576,큰술
8577,
8578,장
8579,개
8580,적당량
8581,적당량
8582,적당량
8583,큰술
8584,큰술
8585,약간
8586,컵
8587,컵
8588,덩이
8589,모
8590,큰술
8591,큰술
8592,장
8593,마리
8594,
8595,개
8596,큰술
8597,큰술
8598,큰술
8599,약간
8600,컵
8601,컵
8602,
8603,뿌리
8604,개
8605,개
8606,개
8607,조각
8608,줌
8609,큰술
8610,약간
8611,개중
8612,큰술
8613,큰술
8614,두공기
8615,적당량
8616,적당량
8617,개
8618,조금
8619,조금
8620,팩
8621,팩
8622,장
8623,개
8624,개
8625,큰술
8626,큰술
8627,큰술
8628,큰술
8629,적당량
8630,
8631,
8632,개
8633,줌
8634,
8635,개
8636,내용참고
8637,
8638,
8639,
8640,
8641,
8642,
8643,한마리
8644,알
8645,알
8646,개
8647,반컵
8648,한뿌리중
8649,한바구니
8650,세주먹
8651,개
8652,개
8653,개
8654,큰술
8655,작은술
8656,큰술
8657,큰술
8658,개
8659,캔
8660,개
8661,개
8662,
8663,개
8664,큰술
8665,큰술
8666,큰술
8667,큰술
8668,개
8669,개
8670,팩
8671,개
8672,
8673,
8674,
8675,
8676,
8677,
8678,
8679,캔
8680,
8681,봉지
8682,
8683,
8684,
8685,
8686,
8687,
8688,
8689,
8690,
8691,
8692,
8693,개
8694,개
8695,개
8696,개
8697,캔
8698,개
8699,개
8700,개
8701,장
8702,컵
8703,큰술
8704,개
8705,컵
8706,
8707,
8708,
8709,
8710,
8711,
8712,
8713,
8714,한팩
8715,한큰술
8716,한개
8717,
8718,
8719,
8720,
8721,
8722,
8723,
8724,
8725,
8726,
8727,
8728,
8729,
8730,
8731,
8732,
8733,한팩
8734,한줌
8735,한줌
8736,큰술
8737,반큰술
8738,반큰술
8739,반큰술
8740,약간
8741,약간
8742,
8743,한줌
8744,한줌
8745,한줌
8746,개
8747,큰술
8748,큰술
8749,큰술
8750,큰술
8751,
8752,작은술
8753,
8754,
8755,
8756,
8757,
8758,
8759,
8760,
8761,
8762,
8763,
8764,
8765,
8766,마리
8767,
8768,
8769,
8770,
8771,
8772,
8773,
8774,
8775,
8776,
8777,
8778,
8779,
8780,
8781,
8782,
8783,개
8784,개
8785,쪽
8786,쪽
8787,컵
8788,큰술
8789,큰술
8790,큰술
8791,장
8792,컵
8793,
8794,작은술
8795,개
8796,마리
8797,
8798,개
8799,대
8800,개
8801,개
8802,큰술
8803,큰술
8804,큰술
8805,큰술
8806,큰술
8807,큰술
8808,마리
8809,
8810,
8811,
8812,
8813,
8814,
8815,공기
8816,
8817,
8818,개
8819,
8820,
8821,
8822,마리
8823,
8824,
8825,개
8826,
8827,개
8828,한꼬집
8829,
8830,
8831,
8832,
8833,개
8834,
8835,
8836,컵
8837,조금
8838,적당량
8839,반컵
8840,줌
8841,큰술
8842,큰술큰술
8843,큰술
8844,큰술
8845,큰술
8846,큰술
8847,약간
8848,봉
8849,큰술
8850,큰술
8851,약간
8852,약간
8853,약간
8854,
8855,개
8856,개
8857,장
8858,알
8859,개
8860,큰술
8861,큰술
8862,큰술
8863,큰술
8864,큰술
8865,큰술
8866,
8867,큰술
8868,한줌
8869,반큰술
8870,
8871,개
8872,
8873,큰술
8874,큰술
8875,큰술
8876,큰술
8877,
8878,대
8879,봉
8880,개
8881,개
8882,큰술
8883,작은술
8884,큰술
8885,약간
8886,약간
8887,씩
8888,
8889,
8890,약
8891,뿌리
8892,
8893,
8894,한봉지
8895,반개
8896,큰술
8897,큰술
8898,큰술
8899,약간
8900,
8901,
8902,
8903,
8904,
8905,
8906,
8907,개
8908,
8909,장
8910,
8911,
8912,
8913,
8914,
8915,
8916,개
8917,장
8918,개
8919,
8920,개
8921,캔
8922,큰술
8923,큰술
8924,큰술
8925,적당량
8926,작은것
8927,개
8928,캔
8929,컵
8930,개
8931,컵
8932,봉
8933,쪽
8934,개
8935,개
8936,큰술
8937,큰술
8938,큰술
8939,큰술
8940,큰술
8941,큰술
8942,큰술
8943,약간
8944,개
8945,개
8946,큰술
8947,장
8948,큰술
8949,큰술
8950,큰술
8951,큰술
8952,작은술
8953,작은술
8954,한모
8955,약간
8956,한봉지
8957,약간
8958,인분
8959,한줌
8960,한개
8961,개
8962,한줌
8963,
8964,개
8965,개
8966,반줌씩
8967,마리
8968,줌
8969,큰술
8970,마리
8971,포기
8972,개
8973,
8974,개
8975,컵
8976,큰술
8977,큰술
8978,큰술
8979,장
8980,줌
8981,개
8982,개
8983,큰술
8984,큰술
8985,큰술
8986,큰술
8987,큰술
8988,큰술
8989,컵
8990,큰술
8991,개
8992,개
8993,줄기
8994,줌
8995,개
8996,개
8997,개
8998,
8999,개
9000,개
9001,
9002,개
9003,큰술
9004,큰술
9005,큰술
9006,장
9007,마리
9008,개
9009,
9010,개씩
9011,컵
9012,컵
9013,큰술
9014,큰술
9015,큰술
9016,큰술
9017,큰술
9018,개
9019,포기
9020,통
9021,큰술
9022,개
9023,인분
9024,
9025,개
9026,개
9027,개
9028,마리
9029,적당량
9030,약간
9031,
9032,작은술
9033,
9034,큰술
9035,큰술
9036,알
9037,큰술
9038,개
9039,큰술
9040,큰술
9041,큰술
9042,한줌
9043,한큰술
9044,큰술
9045,반큰술
9046,큰술
9047,반큰술
9048,두작은술
9049,약간
9050,줌
9051,큰술
9052,큰술큰술
9053,큰술큰술
9054,마리
9055,개
9056,개소
9057,큰술
9058,큰술
9059,큰술
9060,큰술
9061,큰술
9062,
9063,
9064,
9065,
9066,
9067,
9068,
9069,
9070,큰술
9071,한큰술
9072,큰술
9073,반큰술
9074,한큰술
9075,한큰술
9076,두큰술
9077,한마리
9078,
9079,한대
9080,반개
9081,반개
9082,한개
9083,한큰술
9084,반큰술
9085,
9086,작은술
9087,약간
9088,약간
9089,약간
9090,약간
9091,인분
9092,반개
9093,개
9094,한컵
9095,한큰술
9096,한큰술
9097,약컵
9098,반컵한컵
9099,한컵
9100,인분
9101,개
9102,개
9103,개
9104,줌
9105,적당량
9106,토막
9107,적당량
9108,컵
9109,개
9110,개
9111,장
9112,인분
9113,
9114,묶음
9115,개
9116,반개
9117,컵
9118,컵
9119,한큰술
9120,반개
9121,개
9122,
9123,
9124,반개
9125,반개
9126,두마리
9127,두개
9128,반큰술
9129,큰술
9130,큰술
9131,한큰술
9132,한큰술
9133,큰술
9134,한작은술
9135,
9136,개
9137,
9138,
9139,
9140,
9141,
9142,개
9143,
9144,개
9145,
9146,
9147,
9148,
9149,
9150,
9151,
9152,한모
9153,
9154,
9155,개
9156,개
9157,개
9158,개
9159,장
9160,컵
9161,컵
9162,캔
9163,개
9164,한줌
9165,컵
9166,큰술
9167,큰술
9168,한개
9169,
9170,큰술
9171,큰술
9172,큰술
9173,큰술
9174,컵
9175,
9176,캔
9177,모
9178,개
9179,개
9180,개
9181,큰술
